quote,tags
من خلال أشواك الخطر نحصل على زهور السلام.,حرية
كل اختراعات الإنسان ـ الطائرة ، السيارة ، الكومبيوتر ... لا تدل على ذكائه بقدر ما تتحدث عن كسله .,حرية
بعض الناس تحولوا إلى أدوات لأدواتهم .,حرية
تستطيع أن تتعرف على مبادئ و قيم أي أمة بمشاهدة اعلاناتها .,حرية
إن تقنيات المؤثرات الخاصة في الفيديو و التـلفزيون تثير الجمهور و تجعله يتخلى عن التعمق في النص لمصلحة السحر التقني .,حرية
كلما اشتد اعتقاد إنسان بأنه حر في تفكيره زاد اعتقادي بعبوديته الفكرية.,حرية
اصبح التلفزيون مؤسسة يقوم نشاطها ، ليس على بيع برامج الى المشاهدين ، ولكن على بيع الجمهور الى المعلنين .,حرية
ماذا يفيد المجتمع إذا ربح الأموال و خسر الإنسان ؟ .,حرية
ليست الثورة طريقا مفروشا بالورود، بل هي صراع بين المستقبل والماضي.,حرية
الحرية لا يمكن أن تعطى على جرعات، فالمرء إما أن يكون حرّاً أو لا يكون حرّاً.,حرية
الكومبيوتر عديم الفائدة ، فهو لا يعطيك إلا الاجوبة .,حرية
قد لا أتفق معك في الرأي، لكني مستعد للتضحية بحياتي في سبيل حرية تعبيرك عن رأيك .,حرية
بحر الحرية العاصف لا يخلو أبدا من الأمواج.,حرية
لا يكون الانسان حرا إلا عندما يود أن يكون.,حرية
لا يمكننا أبدا التأكد من أن الرأي الذي نحاول كبته رأيٌ خاطئ، وحتى لو كنا متأكدين فكبته سيظل إثماً.,حرية
اننا نحيا اليوم في عالم لا يسع إلا الاقوياء النابهين ، و لا يعترف بالضعفاء المهازيل .,حرية
في شبابي كنت اهتم كثيراً بالحرية ، و كنت أقول أنني مستعد أن أموت من أجل حريتي ؛ و لكنني في كهولتي أصبحت أهتم بالنظام قبل الحرية .. فقد توصلت إلى اكتشاف عظيم يثبت أن الحرية هي نتاج النظام .,حرية
التلفزيون ... سيل من الصور و الكلام المتدفق ، يصبح شيئا فشيئاً بديلا عن العمل الذهني ، و تضمر بذلك القدرة على التفكير .,حرية
لا أدري بأي منطق يستنكرون استعباد الفرد ويستسيغون استعباد الشعوب.,حرية
انحدرت هوليود كثيراً .. أفلامها بالامس كانت تتناول قضايا الإنسان ـ و لو من وجهة النظر الامريكية ... أما اليـوم فلا هم لهـا سوى تقديم الافكـار و العروض الشيطانية .,حرية
إننا نقتل أنفسنا عندما نُضَيّق خياراتنا في الحياة.,حرية
بعض انواع الدعاية تخترع علاجاً لمشكلات ليست موجودة .,حرية
الخطر الرئيسي في العصر الحالي هو قلة من يجرؤون على أن يكونوا مختلفين.,حرية
لسنا بحاجة لزيادة ثرواتنا بقدر حاجتنا لخفض احتياجاتنا ، فالاستغناء عن الشيء كامتلاكه .,حرية
الحرية حق مشاع لبني الإنسان، وغاصبها مجرم.,حرية
التقـدم هو قدرة الإنسان على تعقيد البساطة .,حرية
القليل جدا من الحرية يجلب الركود ، والكثير جدا منها يجلب الفوضى .,حرية
أنا أحكي عن الحرية التي لا مقابل لها، الحرية التي هي نفسها المقابل.,حرية
هذا ما تفعله العولمة في عالمنا المعاصر ، انها تعد الجميع بالمتعة و تطالبهم بملاحقة (روح العصر) .. و روح العصر لا تعني سوى : زيادة الاستهلاك .,حرية
عندما يمتلك الناس حرية فعل ما يريدون، فعادة ما يقلّدون بعضهم البعض.,حرية
ثمن الحرية هو اليقظة الدائمة .,حرية
انتصار الاستعمار ولو في أقصى الأرض هزيمة لنا، وانتصار الحرية في أي مكان هو انتصار لنا.,حرية
حببوا إلى هذا الجيل العبث و الاستمتاع باللذة ، ثم اعتذروا عن إرضاء رغباته في الإذاعة و التلفزيون و الصحافة و الكتب بأنه يـريد ذلك .. أفلـيس مثلهم كمن أغرى إنساناً بالمخدِرات ، حتى اعتادها ، ثم جاء يشكو منه، و يعتذر عن تقديم المخدر له بأنه لا يستطيع عنه صبراً ؟ .,حرية
لن يشبع الجماهير الجائعة أي قدر من الحرية السياسية .,حرية
الابتكارات الحديثة عجيبة .. و لكنها ليست خارقة .,حرية
مهمة الحرية هي أن تجعلنا نحرر أحداً سوانا .,حرية
"في الأمة الضعيفة المستعبَدة حرف النفي ""لا"" قليل الاستعمال.",حرية
نؤمن بضرورة توفر المناخ الحر الذي لابد منه لكي تخضب الافكار وتتفاعل الآراء وصولا للأفضل.,حرية
ثمن الكرامة و الحرية فادح ، لكن ثمن الذل أفدح .,حرية
جين ، لا تزال ؛ لا تكافح مثل الطائر البري المحموم ، الذي يمزق ريشه في يأسه. أنا لست طائرًا ؛ ولا شبكة تؤرقني. أنا إنسان حر بإرادة مستقلة. التي أجتهد الآن لأتركك .,حرية
الغريب هو الشخص الذي يجدّد تصريح إقامته. هو الذي يملأ النماذج ويشتري الدمغات والطوابع. هو الذي عليه أن يقدّم البراهين والإثباتات.,حرية
الحرب هي السلام. الحرية هي العبودية. الجهل قوة .,حرية
اللحظة التي نعرف فيها الحقيقة يكون وقعها رهيباً علينا .. لكننا رغم ذلك ندرك لاحقاً انها كانت افضل اللحظات في حياتنا .,حقيقة
المستبد يتجاوز الحد مالم ير حاجزا من حديد.,حقيقة
الحقيقة قاسية ، لكن بالإمكان أن نحبها ، و هي تجعل من يحبونها أحرارا .,حقيقة
ليس من الصعب أن تعثر على الحقيقة، و لكن المشكلة الكبرى هي ألا تحاول الهروب منها إذا وجدتها .,حقيقة
الناس يغيرون وجوههم كل يوم ، فلا تبحث عن قيمتك في وجوه الناس.,حقيقة
تستطيع أن تخدع كل الناس بعض الوقت ، أو بعض الناس كل الوقت ، ولكن لا تستطيع ان تخدع كل الناس كل الوقت .,حقيقة
نحن نعيش في عصر، الإنسان فيه ناقص الثقافة ومرهق لكثرة مايعمل. عصر يعمل فيه الإنسان كآلة صناعية حتى أنه تجرد من ذكائه.,حقيقة
النصح لا يفيد شيئا إذا لم يصادف أذنا تتطلب سماعه.,حقيقة
الشئ الوحيد الذي يقف بيني و بين السعادة الكاملة هو الحقيقة .,حقيقة
إذا أخرست الحقيقة و دفنتها تحت الأرض فسوف تنمو و تنبت .,حقيقة
عندما ينهار احترام الحقيقة ، تصبح كل الاشياء عرضة للشك .,حقيقة
أعظم تقدير للحقيقة هو استـخدامها .,حقيقة
لا تأخذ الحياة بجدية كبيرة فأنت لن تتمكن من الخروج منها على قيد الحياة.,حقيقة
الحقيقة غالية ، ذلك لانه لا شئ في معتـرك الحياة يتحول الى حقيقة ثابتة إلا بعد التجربة . و عندما تقع التجربة فان ثمنها يكون قد دفع بالكامل .,حقيقة
أكثر أشكال الغباء انتشاراً هو أن ينسى المرء الهدف من وجوده .,حقيقة
حتى لو نزفت الحقيقة من طعنات المعارضين لها ، لكنها بالتأكيد ستفرض نفسها على الجميع في نهاية المطاف .,حقيقة
المثل التي أنارت طريقي و منحتني ، مرة بعد مرة ، الشجاعة لمواجهة الحياة بمرح ، هي الحب و الجمال و الحقيقة .,حقيقة
ليس بالضرورة أن تكون الأشياء العميقة معقدة، وليس بالضرورة أن تكون الأشياء البسيطة ساذجة.,حقيقة
